id,x,y,deg
001_0,s0.000000000,s0.000000000,s-45.000000000
002_0,s0.000000000,s0.000000000,s19.135711419
002_1,s0.309883902,s0.553927947,s-163.602849784
003_0,s0.000000000,s0.000000000,s111.406459962
003_1,s-0.565771093,s0.287693020,s-71.332101241
003_2,s0.366217608,s-0.407995829,s108.699377731
004_0,s0.000000000,s0.000000000,s33.557373385
004_1,s0.162160058,s0.613651627,s-149.181187818
004_2,s-0.321771156,s-0.443891041,s30.850291154
004_3,s0.593679754,s-0.585234788,s33.557373385
005_0,s0.000000000,s0.000000000,s116.336459962
005_1,s-0.588401921,s0.238007107,s-66.402101241
005_2,s0.399925352,s-0.375014195,s113.629377731
005_3,s0.655216012,s0.515409919,s116.336459962
005_4,s0.066814092,s0.753417026,s-66.402101241
006_0,s0.000000000,s0.000000000,s-57.318265553
006_1,s0.611101804,s-0.171519060,s119.943173244
006_2,s-0.438921837,s0.328517206,s-60.025347784
006_3,s-0.594239170,s-0.584666757,s-57.318265553
006_4,s0.016862635,s-0.756185817,s119.943173244
006_5,s0.318625679,s-0.852312189,s-60.025347784
007_0,s0.000000000,s0.000000000,s-59.718265553
007_1,s0.603383291,s-0.196958896,s117.543173244
007_2,s-0.424779955,s0.346609180,s-62.425347784
007_3,s-0.618201224,s-0.559269751,s-59.718265553
007_4,s-0.014817932,s-0.756228647,s117.543173244
007_5,s0.282655060,s-0.864907225,s-62.425347784
007_6,s0.618201224,s0.559269751,s-59.718265553
008_0,s0.000000000,s0.000000000,s-56.428265553
008_1,s0.613692252,s-0.162006242,s120.833173244
008_2,s-0.443971679,s0.321659886,s-59.135347784
008_3,s-0.585085965,s-0.593826423,s-56.428265553
008_4,s0.028606288,s-0.755832666,s120.833173244
008_5,s0.331826040,s-0.847260214,s-59.135347784
008_6,s0.585085965,s0.593826423,s-56.428265553
008_7,s1.198778217,s0.431820181,s120.833173244
009_0,s0.000000000,s0.000000000,s116.336459962
009_1,s-0.588401921,s0.238007107,s-66.402101241
009_2,s0.399925352,s-0.375014195,s113.629377731
009_3,s0.655216012,s0.515409919,s116.336459962
009_4,s0.066814092,s0.753417026,s-66.402101241
009_5,s-0.222476476,s0.882305281,s113.629377731
009_6,s-0.655216012,s-0.515409919,s116.336459962
009_7,s-1.243617933,s-0.277402812,s-66.402101241
009_8,s-0.255290661,s-0.890424114,s113.629377731
010_0,s0.000000000,s0.000000000,s-60.368265553
010_1,s0.601110084,s-0.203791242,s116.893173244
010_2,s-0.420820548,s0.351405748,s-63.075347784
010_3,s-0.624506020,s-0.552220642,s-60.368265553
010_4,s-0.023395936,s-0.756011884,s116.893173244
010_5,s0.272825021,s-0.868058120,s-63.075347784
010_6,s0.624506020,s0.552220642,s-60.368265553
010_7,s1.225616104,s0.348429401,s116.893173244
010_8,s0.203685472,s0.903626390,s-63.075347784
010_9,s0.897331041,s-0.315837479,s-63.075347784
011_0,s0.000000000,s0.000000000,s-57.332217525
011_1,s0.611060020,s-0.171667863,s119.929221272
011_2,s-0.438841827,s0.328624077,s-60.039299756
011_3,s-0.594381523,s-0.584522038,s-57.332217525
011_4,s0.016678497,s-0.756189901,s119.929221272
011_5,s0.318418125,s-0.852389752,s-60.039299756
011_6,s0.594381523,s0.584522038,s-57.332217525
011_7,s1.205441543,s0.412854174,s119.929221272
011_8,s0.155539696,s0.913146115,s-60.039299756
011_9,s0.912799648,s-0.267867715,s-60.039299756
011_10,s-0.146199934,s1.009345967,s119.929221272
012_0,s0.000000000,s0.000000000,s-57.318265553
012_1,s0.611101804,s-0.171519060,s119.943173244
012_2,s-0.438921837,s0.328517206,s-60.025347784
012_3,s-0.594239170,s-0.584666757,s-57.318265553
012_4,s0.016862635,s-0.756185817,s119.943173244
012_5,s0.318625679,s-0.852312189,s-60.025347784
012_6,s0.594239170,s0.584666757,s-57.318265553
012_7,s1.205340974,s0.413147697,s119.943173244
012_8,s0.155317333,s0.913183963,s-60.025347784
012_9,s0.912864849,s-0.267645434,s-60.025347784
012_10,s-0.146445713,s1.009310336,s119.943173244
012_11,s-0.757547516,s1.180829396,s-57.318265553
013_0,s0.000000000,s0.000000000,s27.396914885
013_1,s0.227076568,s0.592706028,s-155.341646318
013_2,s-0.367548396,s-0.406797382,s24.689832654
013_3,s0.527447969,s-0.645564906,s27.396914885
013_4,s0.754524537,s-0.052858878,s-155.341646318
013_5,s0.878036708,s0.238767524,s24.689832654
013_6,s-0.527447969,s0.645564906,s27.396914885
013_7,s-0.300371400,s1.238270933,s-155.341646318
013_8,s-0.894996365,s0.238767524,s24.689832654
013_9,s0.350588741,s0.884332430,s24.689832654
013_10,s-1.018508537,s-0.052858879,s-155.341646318
013_11,s-1.245585105,s-0.645564906,s27.396914885
013_12,s0.718137137,s1.291129811,s27.396914885
014_0,s0.000000000,s0.000000000,s27.396914885
014_1,s0.227076568,s0.592706028,s-155.341646318
014_2,s-0.367548396,s-0.406797382,s24.689832654
014_3,s0.527447969,s-0.645564906,s27.396914885
014_4,s0.754524537,s-0.052858878,s-155.341646318
014_5,s0.878036708,s0.238767524,s24.689832654
014_6,s-0.527447969,s0.645564906,s27.396914885
014_7,s-0.300371400,s1.238270933,s-155.341646318
014_8,s-0.894996365,s0.238767524,s24.689832654
014_9,s0.350588741,s0.884332430,s24.689832654
014_10,s-1.018508537,s-0.052858879,s-155.341646318
014_11,s-1.245585105,s-0.645564906,s27.396914885
014_12,s0.718137137,s1.291129811,s27.396914885
014_13,s-1.054895938,s1.291129811,s27.396914885
015_0,s0.000000000,s0.000000000,s115.506459962
015_1,s-0.584892478,s0.246505564,s-67.232101241
015_2,s0.394451037,s-0.380768057,s112.799377731
015_3,s0.662613352,s0.505864560,s115.506459962
015_4,s0.077720874,s0.752370124,s-67.232101241
015_5,s-0.209672300,s0.885435440,s112.799377731
015_6,s-0.662613352,s-0.505864560,s115.506459962
015_7,s-1.247505829,s-0.259358997,s-67.232101241
015_8,s-0.268162314,s-0.886632617,s112.799377731
015_9,s-0.872285651,s0.379570880,s112.799377731
015_10,s0.019230860,s-1.019697934,s-67.232101241
015_11,s0.604123337,s-1.266203496,s115.506459962
015_12,s-1.266736689,s0.760338937,s115.506459962
015_13,s-1.325226703,s-1.011729121,s115.506459962
015_14,s-0.930775666,s-1.392497176,s112.799377731
016_0,s0.000000000,s0.000000000,s27.396914885
016_1,s0.227076568,s0.592706028,s-155.341646318
016_2,s-0.367548396,s-0.406797382,s24.689832654
016_3,s0.527447969,s-0.645564906,s27.396914885
016_4,s0.754524537,s-0.052858878,s-155.341646318
016_5,s0.878036708,s0.238767524,s24.689832654
016_6,s-0.527447969,s0.645564906,s27.396914885
016_7,s-0.300371400,s1.238270933,s-155.341646318
016_8,s-0.894996365,s0.238767524,s24.689832654
016_9,s0.350588741,s0.884332430,s24.689832654
016_10,s-1.018508537,s-0.052858879,s-155.341646318
016_11,s-1.245585105,s-0.645564906,s27.396914885
016_12,s0.718137137,s1.291129811,s27.396914885
016_13,s-1.054895938,s1.291129811,s27.396914885
016_14,s-1.422444333,s0.884332430,s24.689832654
016_15,s-0.827819369,s1.883835839,s-155.341646318
017_0,s0.000000000,s0.000000000,s116.367938934
017_1,s-0.588532596,s0.237683796,s-66.370622269
017_2,s0.400131329,s-0.374794415,s113.660856703
017_3,s0.654932741,s0.515769824,s116.367938934
017_4,s0.066400145,s0.753453621,s-66.370622269
017_5,s-0.222961191,s0.882182917,s113.660856703
017_6,s-0.654932741,s-0.515769824,s116.367938934
017_7,s-1.243465337,s-0.278086028,s-66.370622269
017_8,s-0.254801413,s-0.890564239,s113.660856703
017_9,s-0.877893932,s0.366413094,s113.660856703
017_10,s0.034559925,s-1.019293537,s-66.370622269
017_11,s0.623092519,s-1.256977332,s116.367938934
017_12,s-1.278025260,s0.741207509,s116.367938934
017_13,s-1.309865482,s-1.031539649,s116.367938934
017_14,s-0.909734154,s-1.406334063,s113.660856703
017_15,s-1.898398078,s-0.793855852,s-66.370622269
017_16,s-1.866557856,s0.978891304,s-66.370622269
018_0,s0.000000000,s0.000000000,s27.396914885
018_1,s0.227076568,s0.592706028,s-155.341646318
018_2,s-0.367548396,s-0.406797382,s24.689832654
018_3,s0.527447969,s-0.645564906,s27.396914885
018_4,s0.754524537,s-0.052858878,s-155.341646318
018_5,s0.878036708,s0.238767524,s24.689832654
018_6,s-0.527447969,s0.645564906,s27.396914885
018_7,s-0.300371400,s1.238270933,s-155.341646318
018_8,s-0.894996365,s0.238767524,s24.689832654
018_9,s0.350588741,s0.884332430,s24.689832654
018_10,s-1.018508537,s-0.052858879,s-155.341646318
018_11,s-1.245585105,s-0.645564906,s27.396914885
018_12,s0.718137137,s1.291129811,s27.396914885
018_13,s-1.054895938,s1.291129811,s27.396914885
018_14,s-1.422444333,s0.884332430,s24.689832654
018_15,s-0.827819369,s1.883835839,s-155.341646318
018_16,s0.945213704,s1.883835839,s-155.341646318
018_17,s-0.176859228,s1.529897336,s24.689832654
019_0,s0.000000000,s0.000000000,s28.546914885
019_1,s0.215135257,s0.597144057,s-154.191646318
019_2,s-0.359309966,s-0.414092118,s25.839832654
019_3,s0.540298178,s-0.634849027,s28.546914885
019_4,s0.755433434,s-0.037704970,s-154.191646318
019_5,s0.873067803,s0.256341574,s25.839832654
019_6,s-0.540298178,s0.634849027,s28.546914885
019_7,s-0.325162921,s1.231993083,s-154.191646318
019_8,s-0.899608143,s0.220756909,s25.839832654
019_9,s0.332769627,s0.891190601,s25.839832654
019_10,s-1.017242514,s-0.073289636,s-154.191646318
019_11,s-1.232377769,s-0.670433692,s28.546914885
019_12,s0.692079593,s1.305282718,s28.546914885
019_13,s-1.080596355,s1.269698053,s28.546914885
019_14,s-1.439906320,s0.855605935,s25.839832654
019_15,s-0.865461099,s1.866842110,s-154.191646318
